Address,District,Community,Area,RentPrice,Layer,Shape,Toward,Release_Date,Rent_Period,Is_lift,Is_parking,water_way,electricity_way,Subwayline_Number,Subway_Distance,Is_TV,Is_fridge,Is_washer,Is_air,Is_heater,Is_bed,Is_heating,Is_wifi,Is_closet,Is_gas,Is_img,Catch_time,date,Price,Layer_class,Layer_floor,Release_day_before,lng,lat,level
闵行,航华,航东路750弄,45,3600元/月 ,高楼层/6层,1室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/ffe8d728-bace-4fae-b4f2-e2d728a3299a.jpg.780x439.jpg,2019-07-13 11:04:00,2019-07-13,3600,高楼层,6,4,121.36022041664492,31.18582249643486,道路
虹口,曲阳,东体育会路380弄,40,5000元/月 ,中楼层/4层,2室1厅,南,5天前,暂无数据,0.0,暂无数据,民水,民电,3,667,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/d8f6bf2a-dc7f-406c-83e9-aafd1598b565.jpg.780x439.jpg,2019-07-13 11:04:00,2019-07-13,5000,中楼层,4,5,121.4933100902729,31.286316221633047,UNKNOWN
徐汇,上海南站,汇成五村,34,3600元/月 ,高楼层/6层,1室0厅,南,3天前,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/hdic-frame/50c167c9-e27b-43c1-82c6-4cb37bf2717d.png.780x439.jpg,2019-07-13 11:05:00,2019-07-13,3600,高楼层,6,3,121.4355243282069,31.159589738030963,火车站
浦东,御桥,地杰国际城D街坊,56,5250元/月 ,低楼层/27层,2室1厅,南/北,2天前,暂无数据,1.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/58293495-aa38-45d0-ab81-39f227885c2a.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,5250,低楼层,27,2,121.58062429350325,31.1665638617607,地产小区
徐汇,华东理工,梅陇九村,55,5200元/月 ,高楼层/6层,2室1厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/a91b6402-5cc3-428e-8480-40bff04c7b3b.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,5200,高楼层,6,2,121.42725373537658,31.13681842057281,地产小区
黄浦,人民广场,凤阳路344弄,23,8000元/月 (季付价),低楼层/1层,2室1厅,南,2天前,2~3年,0.0,暂无数据,暂无数据,暂无数据,3,311,1,1,1,1,1,1,0,1,1,1,https://image1.ljcdn.com/310000-inspection/2ab01b1c-4116-4fdf-a121-aebe474ed0d8.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,8000,低楼层,1,2,121.47570687124511,31.240521123238803,UNKNOWN
浦东,周浦,瑞和苑,75,3000元/月 ,高楼层/14层,2室1厅,南,4天前,暂无数据,1.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-b6f7030c-7f71-47eb-b2b7-1393c82bd6f3.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,3000,高楼层,14,4,114.17905476519279,22.328524187607968,餐饮
浦东,世博,昌四小区,20,3000元/月 ,高楼层/6层,1室0厅,北,2天前,暂无数据,0.0,暂无数据,民水,民电,1,559,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/ec6233d9-b471-4001-b98a-00b7d402d311.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,3000,高楼层,6,2,121.52073562339096,31.18314896406856,地产小区
闵行,航华,航华四村,44,3400元/月 ,低楼层/6层,1室1厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,1,346,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/0b6822d0-191e-47f3-8d3c-dabf625177a2.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,3400,低楼层,6,2,121.36596071820968,31.177356244269365,地产小区
浦东,金桥,爱法新城,183,8500元/月 ,高楼层/9层,3室1厅,南,2天前,暂无数据,1.0,暂无数据,民水,民电,3,349,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1d2764ed-de71-4510-b163-6bbabd7a2ede.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,8500,高楼层,9,2,121.59227974820705,31.28376088158169,地产小区
普陀,甘泉宜川,子长小区,34,3600元/月 ,中楼层/6层,1室1厅,南,0,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/a6fc2483-5597-4464-85c0-cc8d4210175b.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,3600,中楼层,6,0,121.4416183213967,31.268296688085808,地产小区
杨浦,东外滩,明园村小区,48,6400元/月 ,中楼层/6层,2室0厅,南,1天前,暂无数据,0.0,暂无数据,民水,民电,3,182,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/hdic-frame/62c23e39-ba37-4782-a607-e98648d76207.png.780x439.jpg,2019-07-13 11:05:00,2019-07-13,6400,中楼层,6,1,121.52880548356693,31.268288660574378,地产小区
黄浦,淮海中路,茂名南路136号,44,7900元/月 (季付价),中楼层/5层,2室0厅,东南,0,1年以内,0.0,暂无数据,民水,民电,2,310,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/hdic-frame/prod-bffe6a4e-e7b5-45f3-a425-e46ad118cb18.png.780x439.jpg,2019-07-13 11:05:00,2019-07-13,7900,中楼层,5,0,121.4684956132722,31.22103322400224,道路
徐汇,徐家汇,王家堂小区,35,5200元/月 (季付价),高楼层/6层,1室0厅,南,1天前,1年以内,0.0,暂无数据,民水,民电,4,485,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/51605fbd-bc16-43a6-9d56-a27269d630f2.jpg.780x439.jpg,2019-07-13 11:05:00,2019-07-13,5200,高楼层,6,1,121.45078638071965,31.195744994382075,地产小区
虹口,鲁迅公园,欧四小区,32,3800元/月 ,中楼层/5层,1室1厅,南,0,暂无数据,0.0,暂无数据,民水,民电,3,596,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5f6e364b-7bcb-43a3-ade8-412f1c9001aa.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,3800,中楼层,5,0,121.4947420242897,31.277427228733956,地产小区
徐汇,万体馆,龙山新村,47,5800元/月 (季付价),高楼层/6层,2室1厅,南,2天前,1~2年,0.0,暂无数据,民水,民电,5,55,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/dee89d80-ba86-4a95-a748-c5b10807a7a2.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,5800,高楼层,6,2,121.45125018034598,31.190442656185326,地产小区
闵行,莘庄,莘松五村,58,4600元/月 (季付价),中楼层/5层,2室1厅,南,3天前,1年以内,0.0,暂无数据,民水,民电,0,0,1,1,1,1,1,1,0,0,1,0,https://image1.ljcdn.com/310000-inspection/0215bbfe-bd36-421b-959a-f0653c659be8.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,4600,中楼层,5,3,121.3852100506438,31.111985636154806,商圈
松江,九亭,青春驿站,71,5300元/月 ,中楼层/15层,2室1厅,南,2天前,暂无数据,1.0,暂无数据,民水,民电,1,729,0,0,0,0,0,0,0,0,0,0,http://vrlab-image.ljcdn.com/release/auto3dhd/59993e1dc1c7c478c0a8dde349102388/screenshot/1558147157_3/pc0_64IiPupzu.jpg.q_70.jpg,2019-07-13 11:06:00,2019-07-13,5300,中楼层,15,2,121.32366432935726,31.14092948510445,地产小区
浦东,金桥,银桥花苑,66,6000元/月 ,中楼层/6层,2室1厅,南,1天前,暂无数据,0.0,暂无数据,民水,民电,2,450,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/22b6fd98-3005-47df-9f01-a32c5a325c6b.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,6000,中楼层,6,1,121.59421895714196,31.26569416447137,地产小区
浦东,潍坊,爵士大厦,122,11800元/月 ,高楼层/33层,2室2厅,南,2天前,暂无数据,1.0,暂无数据,民水,民电,2,473,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-9029fa71-9943-4677-916e-b5a69665031f.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,11800,高楼层,33,2,119.16837791142822,36.71265155126753,城市
闸北,西藏北路,通阁小区,41,4500元/月 ,低楼层/7层,1室1厅,南,5天前,暂无数据,0.0,暂无数据,民水,民电,2,389,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1341c810-f8bf-4488-8e0b-2b9998d21176.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,4500,低楼层,7,5,121.4747157770641,31.2616547155327,道路
闵行,梅陇,西班牙名园,102,9000元/月 (季付价),中楼层/17层,2室2厅,南,2天前,1年以内,1.0,暂无数据,民水,民电,1,31,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/4b01dc98-94b6-483a-b11a-c17f135afa4f.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,9000,中楼层,17,2,121.41085119329006,31.133409038536044,地产小区
徐汇,植物园,百龙小区,57,4500元/月 ,中楼层/6层,2室1厅,南/北,4天前,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/947dc685-0230-4738-9510-023ddbac3a35.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,4500,中楼层,6,4,121.4563286616144,31.15106465331043,地产小区
浦东,世博,新世纪花苑(三期)(浦东),119,9500元/月 ,中楼层/6层,3室2厅,南/北,2天前,暂无数据,0.0,暂无数据,民水,民电,3,574,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/269e5cf8-3537-4deb-a6b3-f249940f9f2e.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,9500,中楼层,6,2,121.39828526373154,31.63582321897536,地产小区
闵行,古美,新时代花园,130,8000元/月 ,低楼层/12层,3室2厅,南,2天前,暂无数据,1.0,暂无数据,民水,民电,2,425,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/1ea99000-1517-4dfe-9a9f-66bb56835f38.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,8000,低楼层,12,2,121.39462741040678,31.14673586251208,地产小区
浦东,周浦,瑞和苑,54,2800元/月 (季付价),中楼层/14层,1室1厅,南,0,1~2年,1.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/0061d0fe-8f59-44f9-8a53-b281e3881059.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,2800,中楼层,14,0,114.17905476519279,22.328524187607968,餐饮
杨浦,中原,民庆家园,76,6300元/月 (季付价),低楼层/18层,2室1厅,南/北,0,1年以内,0.0,暂无数据,民水,民电,1,1171,0,0,0,1,1,0,0,0,0,1,https://image1.ljcdn.com/310000-inspection/4c12d5f3-f7f7-42a5-9690-ce017d67bd54.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,6300,低楼层,18,0,121.52636957456639,31.327119260943796,地产小区
杨浦,五角场,创智坊(公寓),138,16000元/月 ,高楼层/8层,3室2厅,南,2天前,暂无数据,1.0,暂无数据,民水,民电,3,374,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/cf169707-144e-4ed2-9b4b-e8f8a7e5264d.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,16000,高楼层,8,2,121.5147827908273,31.30939978013638,UNKNOWN
松江,九亭,九亭中心,45,3400元/月 ,高楼层/12层,1室1厅,东,3天前,暂无数据,1.0,暂无数据,暂无数据,暂无数据,1,637,0,1,1,1,0,1,0,0,0,0,https://image1.ljcdn.com/310000-inspection/7ec7fa29-0dde-4384-8ccd-8711bfd6f87a.jpg.780x439.jpg,2019-07-13 11:06:00,2019-07-13,3400,高楼层,12,3,121.32464699473769,31.146523791089862,地产小区
徐汇,斜土路,茶陵小区,38,4800元/月 ,高楼层/6层,1室0厅,南,5天前,暂无数据,0.0,暂无数据,民水,民电,3,362,0,0,0,0,0,0,0,0,0,0,http://vrlab-image.ljcdn.com/release/auto3dhd/16d234a51e6ee79a8d7d40bc7e6e97db/screenshot/1554690662_3/pc0_Nv1uHmyuq.jpg.q_70.jpg,2019-07-13 11:06:00,2019-07-13,4800,高楼层,6,5,121.47468627221961,31.20189202420949,地产小区
浦东,金桥,连城新苑,92,6500元/月 ,低楼层/14层,3室1厅,南,4天前,暂无数据,1.0,暂无数据,民水,民电,1,844,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/bad9e1ee-4e85-459e-a538-ab3aa26e664b.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,6500,低楼层,14,4,121.58724579594278,31.299785375204767,地产小区
浦东,洋泾,巨西小区,54,6000元/月 ,高楼层/6层,2室1厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,2,429,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/74a1b6e8-3d6a-466b-961f-b654d65f070a.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,6000,高楼层,6,2,121.55188673398446,31.246159419209295,地产小区
普陀,武宁,曹杨路280弄,33,3300元/月 (季付价),高楼层/7层,1室0厅,西,0,1年以内,0.0,暂无数据,民水,民电,4,371,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/hdic-frame/d48c391a-8db3-4ba7-933b-c884b40d0c22.png.780x439.jpg,2019-07-13 11:07:00,2019-07-13,3300,高楼层,7,0,121.4312336554809,31.23363936509268,道路
浦东,曹路,金海华城华美新苑,110,7000元/月 ,低楼层/11层,4室1厅,南,0,暂无数据,1.0,暂无数据,暂无数据,民电,1,958,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/90697848-f238-4655-ad75-ca274a2b35d4.png.780x439.jpg,2019-07-13 11:07:00,2019-07-13,7000,低楼层,11,0,114.17905476519279,22.328524187607968,餐饮
杨浦,新江湾城,新江湾时代花园,88,6500元/月 ,低楼层/6层,2室2厅,南,0,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/c3fd9387-b6f8-47e7-9a56-41702b4396ad.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,6500,低楼层,6,0,121.52931325614628,31.336862830460106,地产小区
奉贤,南桥,上院,87,2800元/月 ,高楼层/17层,2室1厅,南,2天前,暂无数据,1.0,暂无数据,民水,民电,1,623,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/2f69e8ac-dfbd-469a-92ec-efff9abaef9a.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,2800,高楼层,17,2,121.47127679138534,30.937231464971763,道路
静安,南京西路,化工小区(静安),41,6300元/月 (季付价),中楼层/7层,1室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,4,351,1,0,1,1,1,1,0,1,1,1,https://image1.ljcdn.com/310000-inspection/71986d0a-19fc-42ca-a056-7ec669cff16c.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,6300,中楼层,7,4,121.46307899543694,31.234499018918278,道路
黄浦,蓬莱公园,中福花苑,101,10300元/月 ,高楼层/19层,2室2厅,南,1天前,暂无数据,1.0,暂无数据,民水,民电,2,291,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/55aba925-1de4-4ee2-a2d5-c49a913dca69.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,10300,高楼层,19,1,121.50553037163391,31.216312599197376,地产小区
黄浦,五里桥,北蒙三小区,30,4800元/月 ,高楼层/7层,1室0厅,南,1天前,暂无数据,1.0,暂无数据,民水,民电,4,386,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/hdic-frame/prod-afbd2210-bca6-4465-9837-7882670506cd.png.780x439.jpg,2019-07-13 11:07:00,2019-07-13,4800,高楼层,7,1,121.49158559252436,31.23724715206362,区县
浦东,外高桥,海高一村,38,3300元/月 (月付价),高楼层/6层,1室1厅,南,5天前,1~2年,0.0,暂无数据,民水,民电,2,264,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/6e16320b-dec1-49b6-a161-c9f43b1c9b23.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,3300,高楼层,6,5,121.5888798738519,31.3555748761817,地产小区
黄浦,五里桥,北蒙三小区,36,7300元/月 ,低楼层/7层,2室1厅,南,0,暂无数据,0.0,暂无数据,民水,民电,4,386,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/8ec2d928-6602-4103-9bc6-d57afe28fc99.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,7300,低楼层,7,0,121.49158559252436,31.23724715206362,区县
浦东,三林,凌兆新村(上浦路69弄),41,4500元/月 ,低楼层/6层,1室1厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,2,409,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-c1702227-b0ba-45b1-9f0b-a71607910e0c.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,4500,低楼层,6,2,121.49659068941905,31.151976456875897,UNKNOWN
宝山,共富,共富花园,45,3300元/月 ,高楼层/6层,1室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,1,943,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/c1a23535-1a83-44a2-b1da-b52179fe17ed.jpg.780x439.jpg,2019-07-13 11:07:00,2019-07-13,3300,高楼层,6,4,121.43562994288402,31.355042349213477,地产小区
徐汇,长桥,长桥二村,50,4500元/月 ,中楼层/6层,2室1厅,南,0,暂无数据,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/31f654b3-4f26-414c-ad64-8bfbe1afc106.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,4500,中楼层,6,0,121.4369066344375,31.159335662359627,道路
静安,曹家渡,高荣小区,51,6000元/月 (季付价),中楼层/24层,1室1厅,南,5天前,1年以内,1.0,暂无数据,民水,民电,4,739,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/c3f95e1c-ee85-4e98-94de-0973b7c253ba.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,6000,中楼层,24,5,121.4394661107508,31.233780403553837,地产小区
浦东,南码头,建业新村,109,7500元/月 ,高楼层/6层,3室1厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,1,206,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/719690bf-c0c0-4820-b5bc-2d3d2fa07af4.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,7500,高楼层,6,2,121.52927235180488,31.19569123849261,地产小区
虹口,北外滩,丹徒路213号,40,4200元/月 ,高楼层/5层,1室1厅,南,5天前,暂无数据,0.0,暂无数据,民水,民电,3,413,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/4ea5bd13-9bb0-4a74-aa89-a80677fc0cea.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,4200,高楼层,5,5,121.50957242393713,31.25966647065283,道路
长宁,北新泾,金淞家园,55,6300元/月 ,中楼层/13层,1室1厅,南,0,暂无数据,1.0,暂无数据,民水,民电,1,544,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/34f31923-2389-4ccc-996f-44b1a8658625.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,6300,中楼层,13,0,121.36858298787472,31.227585728649668,地产小区
普陀,武宁,普雄馨苑,71,7000元/月 ,中楼层/6层,3室1厅,东南/南,2天前,暂无数据,0.0,暂无数据,民水,民电,3,660,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/88fb3b96-6d47-4932-9a4b-08de5996cf63.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,7000,中楼层,6,2,121.43082547444023,31.24303507241578,地产小区
浦东,三林,凌兆新村(凌兆路530弄),88,5100元/月 ,低楼层/6层,2室2厅,南,0,暂无数据,0.0,暂无数据,民水,民电,3,727,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/da4332bc-7db5-4812-ab57-de4343094a8e.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,5100,低楼层,6,0,121.50999452781491,31.14703775782738,UNKNOWN
浦东,金杨,金杨新村五街坊,49,4200元/月 (季付价),中楼层/6层,1室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,3,327,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/8a754f66-a797-4310-9ee7-05a77816354c.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,4200,中楼层,6,4,121.58416137683864,31.251366129527188,地产小区
虹口,临平路,晨林花苑,99,8800元/月 ,中楼层/6层,2室2厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,3,445,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/7fba354d-4845-4f28-b42c-a29967a1aaf2.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,8800,中楼层,6,2,121.50115226593431,31.265144120459496,地产小区
浦东,外高桥,潼港二村,60,3500元/月 (季付价),高楼层/6层,1室1厅,南/北,1天前,1年以内,0.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/16c7ed37-08ab-4f59-a316-d3c8efdfb957.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,3500,高楼层,6,1,121.58080284968948,31.347026132737756,地产小区
闵行,华漕,爱博一村,40,3500元/月 ,中楼层/13层,2室0厅,北,5天前,暂无数据,1.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/hdic-frame/d4035ec4-9513-4cb1-b4ee-9dfb0543876d.png.780x439.jpg,2019-07-13 11:08:00,2019-07-13,3500,中楼层,13,5,121.3171826841026,31.213031273659883,地产小区
闸北,闸北公园,牡丹苑(闸北),29,4000元/月 (季付价),高楼层/6层,1室0厅,南,2天前,1年以内,0.0,暂无数据,民水,民电,2,828,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/e320b2e8-eec2-49e7-bff1-76610ca81b3d.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,4000,高楼层,6,2,121.46258254150702,31.277017986849497,旅游景点
浦东,外高桥,怡静园,44,2400元/月 (季付价),中楼层/6层,1室1厅,南,4天前,1年以内,0.0,暂无数据,民水,民电,0,0,1,1,1,1,1,1,0,1,1,1,https://image1.ljcdn.com/310000-inspection/0c501abc-74cf-45c6-88c6-7761588a2f62.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,2400,中楼层,6,4,121.59374421884945,31.34832899775225,道路
嘉定,丰庄,丰庄四村,44,3000元/月 ,高楼层/6层,1室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,1,1043,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/40d1dc2a-d8f3-44ad-9b35-b455ab4879e2.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,3000,高楼层,6,4,121.37634867731347,31.252428424597298,地产小区
徐汇,华东理工,梅苑,58,5000元/月 ,低楼层/6层,2室1厅,南,1天前,暂无数据,0.0,暂无数据,民水,民电,1,878,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/8b4c0acd-ac72-4a36-bc81-5916f64ce7ae.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,5000,低楼层,6,1,121.42242891132993,31.14475835088788,地产小区
嘉定,菊园新区,慈竹路836弄,78,1700元/月 ,低楼层/24层,2室1厅,南,3天前,暂无数据,1.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/9a4d0470-1f61-4dc7-b911-4c9bde101f6d.jpg.780x439.jpg,2019-07-13 11:08:00,2019-07-13,1700,低楼层,24,3,121.25215327655683,31.398428473582502,地产小区
徐汇,徐家汇,紫元大厦,109,8800元/月 (季付价),高楼层/24层,2室2厅,南,5天前,2~3年,1.0,暂无数据,民水,民电,3,879,1,1,1,1,1,1,0,0,1,1,https://image1.ljcdn.com/310000-inspection/5e76d068-080a-4ca9-ba94-1259711efbe5.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,8800,高楼层,24,5,121.4379903555946,31.20132233674203,商务大厦
浦东,陆家嘴,陈家宅小区(潍坊西路),50,6000元/月 (季付价),低楼层/25层,2室0厅,东南,2天前,1年以内,1.0,暂无数据,民水,民电,1,985,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/22d5c6df-1ff1-4e18-86bb-18a165b6d33a.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,6000,低楼层,25,2,121.52243764463732,31.227011914674154,地产小区
宝山,张庙,共和小区,49,4500元/月 ,高楼层/6层,1室1厅,南,2天前,暂无数据,0.0,暂无数据,民水,民电,1,159,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/05376a89-6e37-4c88-99ea-cac8cb7b7c17.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,4500,高楼层,6,2,121.45381336845763,31.326697308250797,地产小区
徐汇,斜土路,大木小区,34,5000元/月 ,高楼层/7层,1室0厅,南,0,暂无数据,0.0,暂无数据,民水,民电,3,200,0,0,0,0,0,0,0,0,0,0,http://vrlab-image.ljcdn.com/release/vradmin/1000000022274708/images/1a652a13-8b23-41e8-8f0d-e19f713a2189.png.q_70.jpg,2019-07-13 11:09:00,2019-07-13,5000,高楼层,7,0,121.46910764498564,31.205759931798006,地产小区
松江,九亭,中大九里德(公寓),90,6200元/月 ,中楼层/17层,2室2厅,南,4天前,暂无数据,1.0,暂无数据,民水,民电,0,0,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/prod-2ea69cc3-b98f-4b45-9fe8-7de6f213be4a.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,6200,中楼层,17,4,121.33428124856944,31.13491723367045,商圈
徐汇,康健,花苑村丁香园,52,7000元/月 (季付价),高楼层/6层,2室1厅,南,3天前,1~2年,0.0,暂无数据,民水,民电,1,527,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/56557f19-4252-4698-b393-8f6adb4cdd10.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,7000,高楼层,6,3,121.44339635276381,31.194556772822725,区县
徐汇,田林,田林三村,61,6600元/月 ,低楼层/6层,2室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,2,849,0,0,0,0,0,0,0,0,0,0,https://image1.ljcdn.com/310000-inspection/916560df-11a4-42a0-87a1-197322dbbb56.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,6600,低楼层,6,4,121.42753140520294,31.1761334036694,地产小区
静安,江宁路,新丰小区,43,5800元/月 (双月付价),低楼层/7层,1室1厅,南,4天前,暂无数据,0.0,暂无数据,民水,民电,3,222,1,1,1,1,1,1,1,1,1,1,https://image1.ljcdn.com/310000-inspection/42cece46-a10b-4444-bf86-66b666ae2f45.jpg.780x439.jpg,2019-07-13 11:09:00,2019-07-13,5800,低楼层,7,4,121.44639830472721,31.243335342988406,地产小区
